,Estrategia,Categoría,CAGR IS,CAGR OOS,Alpha IS,Alpha OOS,Sharpe IS,Sharpe OOS,MaxDD IS,MaxDD OOS,$100 1yr
129,LOWVOL_V3m_T10,Low Volatility,0.15696492704344744,0.10447056478016847,0.0244003104909849,-0.054132402217796693,1.2584465440406984,0.4772935327652887,-0.05828681161080629,-0.17924485989331962,110.44705647801685
130,TREND_SPY_MA8_cash,Trend Following,0.11634682020832798,0.10314015799999798,-0.01621779634413456,-0.05546280899796718,0.8228167043101903,0.5312429737654107,-0.11404168144369431,-0.20616200264156292,110.3140157999998
131,TREND_SPY_MA10_cash,Trend Following,0.08880043894426692,0.10314015799999798,-0.04376417760819562,-0.05546280899796718,0.5196861229313513,0.5312429737654107,-0.14931170224608836,-0.20616200264156292,110.3140157999998
132,MOM_LOWVOL_L12_T20_V6,Mom+LowVol,0.15305633056827928,0.10207372411356386,0.02049171401581673,-0.05652924288440131,1.0375593976154796,0.44330961790754436,-0.12184057341657728,-0.1917363593764666,110.20737241135639
133,LOWVOL_V6m_T10,Low Volatility,0.14813574178322475,0.098039023476306,0.015571125230762206,-0.06056394352165917,1.1653561827116843,0.43090110754742655,-0.07044430509002075,-0.19299469284021087,109.8039023476306
134,MOM_LOWVOL_L6_T20_V6,Mom+LowVol,0.16859977283837857,0.09775639992754592,0.036035156285916026,-0.060846567070419244,1.1722723780697455,0.4237707442612009,-0.11498610086670613,-0.19005533188120216,109.77563999275459
135,LOWVOL_V3m_T20,Low Volatility,0.1608748245129501,0.09661516613284182,0.028310207960487555,-0.061987800865123344,1.3127903386270743,0.4294610765137082,-0.06779755659425635,-0.18408564191535504,109.66151661328418
136,SEASONAL_SoloNovDicEne,Seasonal,0.06842299441878752,0.09562425557649079,-0.06414162213367502,-0.06297871142147438,0.46244013743626433,0.6861361136714518,-0.08804829158210548,-0.05762795467454884,109.56242555764908
137,LOWVOL_V6m_T20,Low Volatility,0.15660137544969532,0.09314416431051487,0.02403675889723278,-0.0654588026874503,1.2725605990973898,0.4058624085960051,-0.06814684264779147,-0.19384243300204573,109.31441643105148
138,MOM_LOWVOL_L6_T10_V6,Mom+LowVol,0.1616074940351515,0.09243880047580344,0.029042877482688967,-0.06616416652216173,1.044870226471197,0.386096329782203,-0.1274385381909543,-0.19760436770925915,109.24388004758035
139,TREND_SPY_MA3_cash,Trend Following,0.08846317426820449,0.09138939009701619,-0.04410144228425805,-0.06721357690094898,0.604262134346813,0.4616129692898455,-0.10395888907683049,-0.2587252763071264,109.13893900970162
140,TREND_QQQ_MA3_TLT,Trend Following,0.11139175053306638,0.09018416129718831,-0.021172866019396164,-0.06841880570077685,0.5726403408866032,0.35041618070082253,-0.10491198993274631,-0.43760222062943444,109.01841612971883
141,TREND_SPY_MA10_TLT,Trend Following,0.10758203862010984,0.09012979405307298,-0.0249825779323527,-0.06847317294489219,0.6377705468472052,0.3845850277881763,-0.15130878289941185,-0.35443252393983904,109.01297940530729
142,TREND_SPY_MA8_TLT,Trend Following,0.1511998312513747,0.09012979405307298,0.01863521469891216,-0.06847317294489219,1.00135089188317,0.3845850277881763,-0.10627754291174396,-0.35443252393983904,109.01297940530729
143,LOWVOL_V12m_T10,Low Volatility,0.1521326928475759,0.08956445188249362,0.019568076295113368,-0.06903851511547154,1.1707298901943628,0.3909171409392933,-0.05915029376247094,-0.19615238388849343,108.95644518824936
144,LOWVOL_V3m_T30,Low Volatility,0.16612140384987706,0.08834161277045816,0.033556787297414514,-0.07026135422750701,1.3265034745196824,0.3767633073827074,-0.07618898460935819,-0.2012375690768038,108.83416127704581
145,LOWVOL_V6m_T30,Low Volatility,0.160447929755549,0.08601898536733166,0.027883313203086457,-0.07258398163063351,1.2718245966237598,0.35906393103303963,-0.07373439970796158,-0.20237319993369107,108.60189853673316
146,LOWVOL_V12m_T30,Low Volatility,0.15750553350843233,0.08191694042174213,0.024940916955969783,-0.07668602657622303,1.2600887097280082,0.3346541183992599,-0.07228409072071706,-0.21281137306174236,108.19169404217422
147,SEASONAL_NovAbr_BestHalf,Seasonal,0.11274390516053057,0.0791367234142033,-0.019820711391931978,-0.07946624358376186,0.9248693810991232,0.3328318711594001,-0.10729465027228147,-0.19415152137605207,107.91367234142032
148,TREND_SPY_MA6_TLT,Trend Following,0.12486292449263048,0.07808157285832307,-0.007701692059832066,-0.0805213941396421,0.7444301589871202,0.31019003909073073,-0.17308083321915413,-0.3503008450769446,107.80815728583231
149,LOWVOL_V12m_T20,Low Volatility,0.15745334065795258,0.07701571957063114,0.024888724105490034,-0.08158724742733403,1.2708332783280896,0.3083314945872589,-0.06233703583677297,-0.20741042233473106,107.70157195706311
150,SEASONAL_Q4_Q1,Seasonal,0.12203806392253203,0.07436409822659518,-0.010526552629930519,-0.08423886877136999,0.8717913774294146,0.3232070434296923,-0.17325672613967136,-0.1983975099556774,107.43640982265951
151,SEASONAL_OctMar_BestHalf,Seasonal,0.12203806392253203,0.07436409822659518,-0.010526552629930519,-0.08423886877136999,0.8717913774294146,0.3232070434296923,-0.17325672613967136,-0.1983975099556774,107.43640982265951
152,TREND_SPY_MA3_TLT,Trend Following,0.11504630128793236,0.06251791760046777,-0.017518315264530182,-0.0960850493974974,0.6801586598916657,0.21509315519785277,-0.12031149710629341,-0.3530601495191471,106.25179176004677
153,SEASONAL_Q1,Seasonal,0.08804585166413204,0.010483471980976544,-0.04451876488833051,-0.14811949501698862,0.7350700918502917,-0.29870789324832453,-0.06277406935035013,-0.19415152137605207,101.04834719809766
