,Estrategia,Categoría,CAGR IS,CAGR OOS,Alpha IS,Alpha OOS,Sharpe IS,Sharpe OOS,MaxDD IS,MaxDD OOS,$100 1yr
118,TREND_SPY_MA6_cash,Trend Following,0.10460937296711692,0.11859473864856063,-0.027955243585345624,-0.04000822834940454,0.7232896163047675,0.6905584684019578,-0.14857015553362807,-0.10385411667108391,111.85947386485606
119,ETF_Sectores_L6_top2,ETF Rotation,0.09491186259987061,0.11764994565246889,-0.03765275395259193,-0.04095302134549628,0.5051347979998487,0.47796485849164017,-0.13538562996031822,-0.1615490459539496,111.7649945652469
120,TREND_QQQ_MA6_TLT,Trend Following,0.12585102481107957,0.11316533202701451,-0.006713591741382974,-0.04543763497095066,0.6659901667412452,0.4620661947763916,-0.2015648555436257,-0.3898125040283611,111.31653320270145
121,MOM_LOWVOL_L6_T20_V3,Mom+LowVol,0.1798703126760557,0.11259479723000188,0.047305696123593144,-0.04600816976796329,1.252669000211109,0.5109568221493087,-0.09818506607041522,-0.17876220061342651,111.25947972300018
122,ETF_MultiAsset_L1_top1,ETF Rotation,0.019592384112255168,0.11200778948996204,-0.11297223244020738,-0.04659517750800313,-0.09243013332554403,0.4428133462642621,-0.36599098158102317,-0.3949473029092072,111.2007789489962
123,MOM_LOWVOL_L12_T20_V3,Mom+LowVol,0.16948782303482868,0.111158864960472,0.03692320648236613,-0.04744410203749316,1.170007450818164,0.5001459959184544,-0.11477760786941282,-0.18736510221132707,111.1158864960472
124,TREND_QQQ_MA12_TLT,Trend Following,0.15250594446516996,0.11075406388870035,0.01994132791270742,-0.04784890310926482,0.8739768214806102,0.456517340489393,-0.14347098041967665,-0.39220947026477293,111.07540638887004
125,SEASONAL_EvitarMayJun,Seasonal,0.1316815799208786,0.1092132225218927,-0.0008830366315839555,-0.04938974447607247,0.8409769507733397,0.4739876903291974,-0.13817214166083813,-0.19415152137605207,110.92132225218927
126,MOM_LOWVOL_L12_T10_V6,Mom+LowVol,0.14543187061073604,0.10806203167611828,0.012867254058273492,-0.05054093532184689,0.9459299035831951,0.4573000971319991,-0.13134978192339852,-0.2111958176190607,110.80620316761183
127,TREND_QQQ_MA3_cash,Trend Following,0.08656050126033055,0.10669253123586175,-0.046004115292132,-0.05191043576210341,0.4673051553723099,0.4735001632336754,-0.1115407858263201,-0.39169493773233044,110.66925312358617
128,SEASONAL_Q4,Seasonal,0.07325589640862207,0.10653502036402074,-0.059308720143840477,-0.05206794663394443,0.4882578728282883,0.7760634983625955,-0.13532096510205505,-0.057627954674548953,110.65350203640207
